concert_end_hour,day_type,concert_size,weather,time_since_end_minutes,distance_to_pickup_meters,surge_multiplier
22,weekday,large,cloudy,20,380,2.6
19,weekday,medium,cloudy,18,380,1.65
21,weekday,small,rain,76,380,1.24
22,weekday,small,cloudy,61,450,1.25
23,weekend,small,cloudy,2,380,2.24
24,weekend,medium,cloudy,45,120,3.09
20,weekend,large,cloudy,42,900,1.63
23,weekday,large,clear,90,380,1.08
23,weekday,medium,cloudy,14,650,2.03
22,weekday,large,cloudy,83,380,1.21
22,weekend,small,cloudy,74,380,1.63
21,weekend,large,cloudy,39,450,2.64
23,weekday,medium,clear,20,120,2.41
24,weekend,small,cloudy,78,380,1.92
22,weekday,large,cloudy,43,450,2.07
20,weekend,small,cloudy,54,900,1.12
22,weekday,medium,cloudy,8,380,2.52
21,weekend,small,cloudy,65,650,1.26
23,weekday,small,cloudy,4,120,2.07
24,weekday,medium,clear,23,450,2.15
22,weekday,medium,cloudy,78,380,1.36
20,weekend,medium,cloudy,66,650,1.4
20,weekday,small,cloudy,24,450,1.21
22,weekday,small,cloudy,2,380,1.7
22,weekday,medium,cloudy,88,380,1.19
23,weekday,medium,cloudy,65,380,1.65
19,weekday,medium,cloudy,7,450,1.62
24,weekday,large,cloudy,55,380,2.15
21,weekday,medium,cloudy,19,380,1.86
22,weekday,small,rain,53,120,1.92
21,weekday,small,cloudy,10,380,1.69
21,weekday,small,cloudy,29,380,1.34
22,weekday,small,cloudy,86,380,1.09
22,weekend,medium,cloudy,40,380,2.39
21,weekend,medium,cloudy,61,120,2.2
21,weekday,small,cloudy,0,450,1.38
22,weekday,medium,clear,59,380,1.46
23,weekday,medium,cloudy,38,380,2.09
22,weekday,small,cloudy,17,120,1.9
21,weekend,large,cloudy,15,120,3.5
23,weekday,small,cloudy,33,380,1.58
21,weekday,medium,cloudy,32,380,1.97
21,weekday,small,cloudy,88,450,1.05
23,weekend,medium,cloudy,78,650,1.49
19,weekend,medium,cloudy,87,380,1.24
23,weekend,large,cloudy,52,450,2.75
22,weekday,medium,cloudy,44,450,1.68
21,weekday,large,clear,59,450,1.4
22,weekend,large,cloudy,0,650,3.35
21,weekday,large,cloudy,32,650,1.74
23,weekday,large,cloudy,62,380,1.92
24,weekday,medium,cloudy,59,900,1.18
22,weekday,medium,cloudy,24,380,2.16
22,weekend,medium,cloudy,41,650,1.72
22,weekend,medium,cloudy,44,380,2.22
23,weekday,small,clear,55,450,1.15
22,weekend,medium,cloudy,51,650,2.09
21,weekday,large,cloudy,54,380,1.77
23,weekday,large,cloudy,52,900,1.64
22,weekday,medium,clear,13,380,2.15
23,weekday,large,cloudy,18,900,2.25
21,weekday,large,cloudy,21,120,2.79
21,weekend,medium,cloudy,0,450,2.94
22,weekday,medium,cloudy,34,380,2.03
22,weekday,small,clear,15,380,1.32
22,weekday,medium,cloudy,21,450,2.05
24,weekday,medium,cloudy,71,120,2.01
22,weekday,large,clear,62,450,1.51
20,weekend,medium,cloudy,10,380,2.21
22,weekday,large,cloudy,6,450,2.84
21,weekday,small,clear,71,650,1.0
20,weekday,medium,cloudy,8,380,1.8
23,weekend,medium,cloudy,85,650,1.3
21,weekday,large,cloudy,25,120,2.56
22,weekday,medium,cloudy,7,380,2.29
22,weekday,medium,cloudy,23,380,2.08
22,weekend,medium,cloudy,51,900,1.59
24,weekend,medium,cloudy,73,450,1.94
21,weekday,large,clear,75,450,1.25
20,weekday,medium,cloudy,42,380,1.47
22,weekend,medium,cloudy,35,380,2.55
22,weekend,medium,cloudy,49,650,1.85
23,weekday,medium,cloudy,2,120,2.99
23,weekday,small,cloudy,67,650,1.08
21,weekend,medium,cloudy,68,900,1.13
22,weekend,medium,cloudy,24,380,2.67
21,weekday,medium,cloudy,38,380,1.71
21,weekend,medium,cloudy,35,450,2.08
20,weekday,small,cloudy,21,650,1.14
21,weekday,small,cloudy,68,120,1.27
22,weekday,medium,cloudy,56,450,1.54
20,weekday,medium,cloudy,63,380,1.25
21,weekday,medium,cloudy,6,380,2.04
23,weekend,medium,cloudy,42,380,2.59
19,weekday,large,cloudy,83,450,1.0
22,weekday,large,cloudy,8,380,2.89
21,weekday,large,cloudy,26,120,2.81
20,weekday,small,cloudy,69,120,1.28
23,weekday,small,cloudy,68,450,1.28
21,weekend,small,cloudy,20,380,1.86
20,weekday,large,cloudy,18,120,2.78
21,weekday,medium,cloudy,50,900,1.22
22,weekend,medium,cloudy,85,900,1.19
24,weekday,medium,cloudy,90,450,1.28
21,weekend,large,cloudy,84,380,1.48
21,weekday,large,cloudy,0,900,2.13
23,weekday,small,cloudy,54,120,1.67
22,weekend,large,cloudy,3,900,2.83
21,weekday,small,cloudy,1,120,1.79
22,weekend,medium,cloudy,3,450,2.93
21,weekday,medium,cloudy,31,380,1.94
22,weekend,small,cloudy,46,120,2.17
20,weekday,large,clear,25,380,2.08
20,weekday,large,cloudy,13,450,2.26
21,weekday,large,rain,82,900,1.08
21,weekday,medium,cloudy,89,120,1.09
23,weekend,medium,cloudy,33,900,2.14
22,weekend,medium,cloudy,75,120,1.89
22,weekend,large,cloudy,43,900,1.99
21,weekday,large,cloudy,33,380,2.41
19,weekend,large,cloudy,75,450,1.43
22,weekday,small,cloudy,3,650,1.52
22,weekday,large,cloudy,39,380,2.38
23,weekday,large,clear,2,380,3.07
21,weekday,large,cloudy,33,380,2.22
21,weekend,medium,cloudy,8,380,2.77
20,weekday,medium,cloudy,52,450,1.27
22,weekend,medium,cloudy,38,380,2.68
22,weekend,large,cloudy,30,650,2.68
22,weekday,medium,cloudy,27,380,1.86
21,weekday,medium,rain,50,120,2.05
19,weekday,large,cloudy,85,380,1.08
23,weekend,large,cloudy,25,900,2.84
22,weekday,medium,cloudy,17,450,2.24
22,weekday,small,cloudy,25,120,1.75
19,weekend,medium,cloudy,33,380,2.09
22,weekday,medium,cloudy,13,450,2.08
21,weekend,large,cloudy,40,380,3.03
23,weekend,medium,cloudy,8,380,3.43
22,weekday,medium,cloudy,35,650,1.55
22,weekday,small,cloudy,24,900,1.11
20,weekday,medium,cloudy,20,120,2.14
20,weekday,medium,cloudy,81,120,1.24
21,weekday,medium,clear,0,450,2.08
20,weekday,large,rain,86,450,1.17
21,weekday,medium,cloudy,7,450,2.22
24,weekday,medium,cloudy,44,650,1.77
22,weekday,large,clear,74,900,1.0
22,weekday,medium,cloudy,2,900,1.87
22,weekday,medium,cloudy,39,380,1.7
23,weekend,medium,cloudy,6,650,2.86
23,weekend,large,cloudy,3,120,3.5
22,weekday,medium,cloudy,42,120,2.25
21,weekday,small,cloudy,62,380,1.23
23,weekday,large,rain,0,900,3.16
21,weekday,medium,clear,47,650,1.17
23,weekday,large,cloudy,7,380,3.29
21,weekday,medium,rain,53,900,1.3
21,weekend,large,cloudy,12,450,3.49
22,weekday,large,cloudy,19,650,2.08
19,weekday,large,cloudy,64,380,1.56
22,weekday,medium,cloudy,86,120,1.3
21,weekday,small,cloudy,64,450,1.16
21,weekend,medium,cloudy,7,120,3.31
19,weekday,medium,cloudy,44,120,1.64
24,weekend,medium,cloudy,52,450,2.5
22,weekend,medium,cloudy,45,120,2.65
21,weekday,large,cloudy,21,380,2.45
20,weekday,small,cloudy,67,380,1.01
22,weekday,medium,cloudy,37,380,1.84
21,weekday,medium,cloudy,71,450,1.19
21,weekend,small,cloudy,77,450,1.28
20,weekday,small,cloudy,45,380,1.24
22,weekday,large,cloudy,36,450,2.14
20,weekday,small,cloudy,59,120,1.27
20,weekday,large,cloudy,87,380,1.06
23,weekday,large,cloudy,24,450,2.75
22,weekend,medium,cloudy,41,450,2.39
21,weekend,large,cloudy,50,650,1.88
20,weekday,medium,cloudy,15,650,1.7
22,weekend,medium,cloudy,11,380,2.96
23,weekday,medium,cloudy,67,120,1.89
22,weekday,small,cloudy,85,450,1.03
20,weekday,medium,cloudy,46,380,1.37
21,weekend,medium,cloudy,85,450,1.39
22,weekday,large,cloudy,77,380,1.42
23,weekday,small,cloudy,41,380,1.56
22,weekday,medium,cloudy,9,450,2.4
23,weekday,medium,cloudy,47,650,1.69
22,weekday,small,cloudy,11,900,1.26
21,weekend,medium,cloudy,28,650,2.02
20,weekend,medium,cloudy,54,380,1.87
22,weekday,small,cloudy,75,450,1.08
21,weekend,medium,cloudy,87,120,1.5
22,weekday,large,cloudy,21,900,1.94
23,weekend,large,cloudy,64,380,2.31
23,weekday,medium,cloudy,60,900,1.26
20,weekend,large,cloudy,10,380,3.26
23,weekday,large,cloudy,5,450,3.16
22,weekday,medium,cloudy,72,450,1.38
24,weekday,large,cloudy,13,900,2.42
23,weekday,medium,cloudy,37,380,2.0
21,weekday,large,cloudy,15,900,2.1
21,weekend,large,cloudy,79,450,1.55
20,weekday,medium,cloudy,71,900,1.0
21,weekend,medium,cloudy,32,380,2.58
21,weekday,medium,cloudy,46,380,1.82
22,weekend,small,cloudy,40,380,1.86
21,weekday,large,cloudy,39,900,1.56
22,weekend,medium,cloudy,66,380,1.88
20,weekday,medium,cloudy,49,900,1.09
22,weekday,medium,cloudy,13,900,1.51
21,weekday,large,clear,41,380,1.81
22,weekday,large,cloudy,88,380,1.16
22,weekend,large,cloudy,42,380,2.8
22,weekday,medium,clear,38,380,1.82
22,weekday,small,cloudy,50,450,1.22
22,weekend,small,cloudy,39,450,1.76
22,weekday,medium,cloudy,34,450,1.87
20,weekday,large,cloudy,62,650,1.24
23,weekday,small,cloudy,77,450,1.18
22,weekday,large,cloudy,22,120,3.23
22,weekday,medium,cloudy,23,380,2.1
20,weekday,medium,cloudy,8,900,1.46
20,weekday,medium,cloudy,3,120,2.41
20,weekday,large,cloudy,66,900,1.1
20,weekday,large,cloudy,2,120,3.01
20,weekday,small,cloudy,71,380,1.07
22,weekday,medium,clear,5,120,2.29
21,weekday,large,cloudy,60,380,1.75
22,weekday,large,clear,86,650,1.0
22,weekday,medium,cloudy,55,650,1.43
21,weekday,medium,clear,65,380,1.34
22,weekday,large,cloudy,30,650,2.23
22,weekday,small,cloudy,74,450,1.12
23,weekday,medium,cloudy,5,380,2.69
23,weekday,large,cloudy,58,900,1.34
22,weekday,medium,cloudy,30,120,2.31
24,weekday,medium,cloudy,10,450,2.69
22,weekday,large,clear,18,450,2.51
20,weekday,medium,cloudy,25,900,1.29
22,weekend,medium,cloudy,63,450,1.92
21,weekday,large,cloudy,75,120,1.57
20,weekday,small,cloudy,62,380,1.18
19,weekday,large,cloudy,23,650,1.73
22,weekday,medium,cloudy,15,120,2.62
22,weekend,small,cloudy,29,380,1.94
24,weekday,medium,cloudy,41,380,2.25
21,weekday,medium,cloudy,44,450,1.5
22,weekday,medium,cloudy,45,380,1.93
21,weekend,medium,cloudy,58,380,1.92
22,weekend,medium,cloudy,60,380,1.86
22,weekday,large,cloudy,40,380,2.27
22,weekday,medium,cloudy,62,380,1.49
22,weekday,medium,cloudy,53,380,1.8
22,weekday,medium,cloudy,2,450,2.23
19,weekday,small,cloudy,66,120,1.17
22,weekday,large,cloudy,19,450,2.58
21,weekday,medium,clear,51,380,1.44
22,weekend,medium,cloudy,90,120,1.65
23,weekday,small,cloudy,32,650,1.33
20,weekday,large,cloudy,14,650,2.02
23,weekday,medium,cloudy,60,450,1.6
21,weekday,large,cloudy,28,380,2.16
22,weekday,large,cloudy,17,650,2.25
24,weekday,large,cloudy,56,380,2.43
22,weekday,medium,cloudy,75,650,1.17
22,weekend,medium,cloudy,62,450,1.9
23,weekday,large,cloudy,24,380,2.91
23,weekday,large,cloudy,10,380,3.04
22,weekday,medium,cloudy,21,120,2.5
23,weekday,medium,cloudy,82,380,1.26
23,weekday,medium,cloudy,21,120,2.69
21,weekday,medium,cloudy,2,380,2.29
21,weekday,medium,cloudy,45,450,1.64
22,weekday,large,cloudy,31,450,2.33
23,weekend,medium,cloudy,41,120,3.09
21,weekend,small,cloudy,78,450,1.37
22,weekday,large,cloudy,28,450,2.52
22,weekday,large,cloudy,57,650,1.52
19,weekday,large,cloudy,5,650,1.98
21,weekday,large,clear,53,380,1.59
23,weekday,medium,cloudy,31,650,1.6
20,weekday,large,cloudy,88,380,1.05
20,weekday,large,cloudy,70,380,1.3
21,weekend,medium,cloudy,84,380,1.38
23,weekend,small,cloudy,87,380,1.6
21,weekend,large,cloudy,6,380,3.42
23,weekend,small,cloudy,10,120,2.57
24,weekend,medium,cloudy,51,380,2.41
22,weekend,large,cloudy,56,650,1.95
22,weekend,large,cloudy,22,380,3.3
22,weekday,large,clear,80,380,1.21
21,weekday,small,cloudy,38,450,1.25
22,weekday,medium,cloudy,39,380,1.99
21,weekday,medium,cloudy,34,650,1.57
24,weekday,medium,cloudy,79,450,1.39
22,weekend,small,cloudy,78,380,1.69
22,weekday,large,cloudy,53,450,2.02
22,weekday,large,cloudy,67,120,1.85
21,weekday,small,cloudy,40,900,1.0
21,weekday,small,clear,47,450,1.18
23,weekday,medium,cloudy,0,450,2.71
20,weekday,large,cloudy,7,450,2.59
21,weekday,medium,cloudy,42,120,1.86
22,weekday,large,cloudy,87,450,1.14
24,weekday,medium,cloudy,82,380,1.48
22,weekday,medium,cloudy,1,380,2.46
22,weekday,large,cloudy,77,380,1.55
22,weekday,medium,rain,4,450,2.77
24,weekend,small,cloudy,56,900,1.4
23,weekday,medium,cloudy,35,380,2.11
23,weekend,large,cloudy,5,450,3.5
22,weekday,large,clear,8,380,2.76
23,weekday,medium,cloudy,79,900,1.04
22,weekend,large,cloudy,51,450,2.63
22,weekday,medium,cloudy,69,650,1.2
20,weekend,medium,cloudy,81,650,1.14
22,weekday,medium,cloudy,15,120,2.8
21,weekday,medium,cloudy,7,380,2.2
21,weekday,large,clear,77,650,1.0
21,weekday,small,cloudy,50,450,1.1
23,weekday,large,cloudy,30,120,2.97
21,weekend,large,cloudy,71,450,1.71
23,weekday,medium,cloudy,21,900,1.65
23,weekend,small,cloudy,70,380,1.63
23,weekday,medium,cloudy,38,450,1.97
21,weekday,large,cloudy,51,450,1.89
21,weekday,large,cloudy,28,380,2.27
22,weekday,medium,cloudy,26,450,2.03
22,weekend,medium,cloudy,43,900,1.64
23,weekday,medium,clear,74,650,1.11
21,weekday,medium,cloudy,33,650,1.61
23,weekday,medium,cloudy,50,650,1.51
24,weekday,large,cloudy,46,900,1.86
21,weekday,small,clear,0,900,1.05
19,weekday,medium,cloudy,37,380,1.37
20,weekday,medium,cloudy,68,380,1.26
22,weekend,small,cloudy,63,120,1.97
23,weekday,medium,cloudy,64,380,1.7
23,weekend,medium,cloudy,87,380,1.62
21,weekday,large,cloudy,73,450,1.19
21,weekend,small,cloudy,58,450,1.51
22,weekday,large,cloudy,19,380,2.69
21,weekday,medium,rain,19,450,2.24
23,weekday,medium,cloudy,2,450,2.38
23,weekday,large,cloudy,19,380,2.86
21,weekday,medium,cloudy,78,380,1.29
23,weekday,small,cloudy,26,380,1.55
21,weekday,small,cloudy,24,120,1.55
22,weekday,medium,cloudy,68,380,1.44
21,weekday,medium,cloudy,2,450,2.16
21,weekday,large,cloudy,75,380,1.44
21,weekday,large,cloudy,72,650,1.15
21,weekday,large,cloudy,9,450,2.75
22,weekend,large,cloudy,33,900,2.33
23,weekday,medium,cloudy,62,120,2.01
24,weekday,large,cloudy,46,120,2.83
22,weekday,small,cloudy,52,380,1.38
22,weekday,large,cloudy,11,120,3.19
19,weekday,medium,cloudy,9,380,1.92
19,weekend,large,cloudy,4,650,2.58
22,weekend,medium,cloudy,44,380,2.37
22,weekday,medium,cloudy,84,120,1.51
22,weekday,large,cloudy,57,650,1.47
22,weekday,large,clear,23,450,2.34
21,weekday,small,cloudy,53,120,1.41
20,weekday,small,cloudy,8,380,1.4
23,weekday,small,cloudy,85,380,1.15
20,weekday,medium,cloudy,42,380,1.61
20,weekday,medium,clear,33,120,1.79
23,weekend,medium,cloudy,17,900,2.4
22,weekend,medium,cloudy,55,380,2.22
20,weekend,medium,cloudy,83,380,1.47
21,weekday,large,cloudy,63,380,1.84
21,weekday,medium,cloudy,56,380,1.55
24,weekday,small,cloudy,32,650,1.43
22,weekday,medium,cloudy,78,650,1.12
20,weekend,small,cloudy,81,380,1.42
23,weekend,medium,cloudy,65,650,1.74
22,weekend,medium,cloudy,90,450,1.34
23,weekend,large,cloudy,56,450,2.77
22,weekday,small,cloudy,31,650,1.24
21,weekday,large,cloudy,84,450,1.18
23,weekday,large,cloudy,86,380,1.23
22,weekend,large,cloudy,58,380,2.47
22,weekday,medium,cloudy,36,900,1.4
20,weekday,medium,cloudy,43,120,1.7
23,weekday,medium,cloudy,50,450,1.88
22,weekend,large,cloudy,39,650,2.42
24,weekend,small,cloudy,37,380,2.29
22,weekday,medium,cloudy,25,900,1.43
21,weekday,medium,cloudy,27,650,1.62
21,weekday,large,clear,55,900,1.18
21,weekday,medium,cloudy,11,380,2.26
20,weekday,large,clear,61,380,1.58
23,weekday,large,cloudy,69,450,1.62
22,weekend,large,cloudy,70,380,2.01
20,weekend,medium,cloudy,17,380,2.39
22,weekday,medium,cloudy,33,120,2.46
19,weekday,small,cloudy,59,120,1.19
21,weekday,medium,cloudy,66,380,1.25
23,weekday,medium,cloudy,87,450,1.27
23,weekday,large,cloudy,18,380,2.77
23,weekday,large,cloudy,52,900,1.45
22,weekday,medium,cloudy,21,650,1.71
21,weekend,medium,cloudy,82,450,1.55
21,weekday,small,cloudy,12,450,1.44
21,weekend,large,cloudy,83,380,1.53
21,weekend,small,cloudy,85,450,1.27
23,weekday,medium,cloudy,53,650,1.51
22,weekday,large,rain,72,450,1.69
21,weekend,large,cloudy,42,450,2.61
23,weekday,medium,clear,72,380,1.37
22,weekend,large,cloudy,37,380,3.05
22,weekday,medium,clear,53,380,1.48
22,weekday,medium,cloudy,22,900,1.55
22,weekend,medium,cloudy,71,450,1.62
21,weekday,large,clear,55,380,1.53
22,weekend,medium,cloudy,30,120,3.1
21,weekday,medium,cloudy,79,120,1.36
21,weekday,large,clear,23,120,2.66
21,weekend,large,cloudy,85,450,1.39
23,weekday,medium,cloudy,57,650,1.32
23,weekday,small,cloudy,4,380,1.67
21,weekday,medium,cloudy,70,380,1.21
21,weekday,large,cloudy,53,120,2.12
23,weekend,large,cloudy,60,450,2.58
22,weekday,large,cloudy,80,120,1.57
23,weekday,small,cloudy,35,650,1.45
19,weekday,medium,cloudy,41,380,1.48
24,weekday,large,cloudy,60,380,2.1
22,weekend,medium,cloudy,83,650,1.37
21,weekday,small,cloudy,81,650,1.0
21,weekday,small,cloudy,43,450,1.26
22,weekday,large,cloudy,48,380,2.21
22,weekend,medium,cloudy,1,380,3.3
20,weekday,medium,cloudy,59,650,1.16
21,weekend,small,cloudy,36,380,1.8
23,weekday,medium,cloudy,6,380,2.7
22,weekday,medium,cloudy,8,120,2.7
22,weekend,large,cloudy,71,450,2.0
22,weekday,large,cloudy,68,450,1.52
23,weekend,large,cloudy,32,120,3.39
21,weekday,small,cloudy,36,450,1.26
23,weekend,medium,cloudy,33,650,2.31
22,weekday,large,clear,26,650,2.04
23,weekend,large,cloudy,66,450,2.38
22,weekday,large,cloudy,67,650,1.47
22,weekend,large,cloudy,88,650,1.17
21,weekday,small,clear,41,650,1.05
19,weekday,medium,cloudy,83,650,1.0
22,weekend,medium,cloudy,35,450,2.37
22,weekend,medium,cloudy,44,650,2.0
20,weekday,small,rain,60,120,1.63
22,weekday,large,cloudy,38,450,2.38
22,weekday,medium,cloudy,3,450,1.97
24,weekday,medium,cloudy,24,380,2.23
20,weekday,large,cloudy,26,650,1.69
22,weekend,large,cloudy,31,450,3.03
21,weekday,medium,cloudy,68,380,1.41
22,weekend,medium,cloudy,58,650,1.63
19,weekday,medium,cloudy,55,120,1.44
23,weekday,small,cloudy,47,380,1.56
22,weekday,small,cloudy,56,380,1.29
21,weekday,medium,cloudy,24,120,2.2
23,weekday,medium,cloudy,63,450,1.46
23,weekend,medium,cloudy,55,120,2.96
19,weekday,medium,cloudy,65,650,1.09
21,weekend,medium,cloudy,90,380,1.37
23,weekday,medium,cloudy,73,450,1.4
19,weekday,medium,cloudy,50,380,1.43
23,weekend,medium,cloudy,13,650,2.64
24,weekday,small,cloudy,49,380,1.57
22,weekend,small,cloudy,32,380,1.97
22,weekend,medium,cloudy,61,900,1.54
22,weekday,large,cloudy,10,120,3.26
22,weekday,medium,cloudy,49,450,1.68
23,weekend,small,cloudy,63,120,2.26
22,weekend,large,cloudy,71,380,2.01
23,weekend,medium,cloudy,62,450,1.95
24,weekend,medium,cloudy,20,120,3.5
22,weekday,medium,clear,19,450,1.91
21,weekday,large,clear,60,380,1.46
22,weekday,medium,cloudy,79,450,1.22
20,weekend,small,cloudy,34,650,1.35
22,weekday,medium,cloudy,47,380,1.74
22,weekday,large,clear,44,900,1.48
24,weekday,small,cloudy,75,380,1.39
23,weekend,medium,cloudy,79,450,1.77
21,weekend,medium,cloudy,44,380,2.29
23,weekday,small,cloudy,84,450,1.21
22,weekend,small,cloudy,35,650,1.64
21,weekday,large,cloudy,59,900,1.24
22,weekday,small,cloudy,6,650,1.4
22,weekday,small,cloudy,12,450,1.47
24,weekday,large,cloudy,72,900,1.29
23,weekday,small,cloudy,17,120,2.02
22,weekend,large,cloudy,23,380,3.13
21,weekday,large,clear,62,120,1.8
24,weekend,small,cloudy,19,450,2.08
22,weekday,small,cloudy,8,120,1.95
22,weekday,medium,cloudy,37,450,1.77
24,weekday,medium,cloudy,50,380,1.97
22,weekend,large,cloudy,54,450,2.45
22,weekday,large,cloudy,18,450,2.45
21,weekday,medium,cloudy,41,900,1.22
21,weekend,medium,cloudy,5,380,2.98
22,weekday,medium,cloudy,4,650,1.92
20,weekday,small,cloudy,47,380,1.18
20,weekday,large,clear,66,120,1.4
22,weekday,medium,clear,85,380,1.07
22,weekend,medium,cloudy,83,900,1.15
21,weekday,medium,clear,84,120,1.13
20,weekend,large,cloudy,46,380,2.2
20,weekday,small,cloudy,12,120,1.66
22,weekday,large,cloudy,73,120,1.84
20,weekday,medium,cloudy,61,450,1.35
23,weekday,medium,cloudy,32,380,1.99
22,weekday,small,cloudy,70,380,1.24
21,weekday,medium,cloudy,56,380,1.49
20,weekday,medium,cloudy,28,900,1.34
21,weekday,medium,cloudy,2,900,1.67
24,weekday,large,cloudy,79,650,1.34
23,weekday,small,clear,85,450,1.14
22,weekend,small,cloudy,52,120,2.13
21,weekday,large,cloudy,28,450,2.26
20,weekday,medium,cloudy,45,650,1.24
24,weekend,small,cloudy,23,650,1.96
23,weekday,large,clear,7,450,3.08
22,weekend,medium,cloudy,77,120,1.96
22,weekday,medium,cloudy,19,450,1.9
21,weekend,large,cloudy,66,450,1.93
23,weekday,large,rain,69,120,2.23
21,weekday,medium,cloudy,40,380,1.56
21,weekday,large,cloudy,58,380,1.74
22,weekend,medium,cloudy,38,120,2.73
22,weekend,medium,cloudy,10,900,2.21
22,weekend,medium,cloudy,81,450,1.54
21,weekend,small,cloudy,23,380,1.78
23,weekday,large,cloudy,19,450,2.84
21,weekday,medium,cloudy,43,650,1.39
22,weekday,small,cloudy,5,450,1.63
22,weekend,medium,cloudy,79,450,1.5
22,weekday,large,cloudy,55,450,1.75
22,weekday,medium,cloudy,81,450,1.2
21,weekend,small,cloudy,53,900,1.18
21,weekend,large,cloudy,33,650,2.38
22,weekday,medium,cloudy,65,450,1.44
23,weekday,small,clear,39,900,1.0
22,weekday,small,clear,53,450,1.26
22,weekend,large,cloudy,28,380,3.17
20,weekday,medium,cloudy,42,650,1.32
23,weekday,medium,cloudy,24,120,2.67
20,weekend,large,cloudy,6,900,2.61
19,weekend,large,cloudy,84,380,1.37
21,weekday,large,cloudy,34,450,2.31
19,weekday,large,cloudy,27,450,1.93
23,weekday,small,cloudy,83,380,1.24
24,weekend,large,cloudy,39,450,2.93
23,weekday,medium,cloudy,56,380,1.85
23,weekday,medium,cloudy,30,120,2.46
21,weekday,large,cloudy,29,450,2.24
23,weekday,medium,cloudy,10,380,2.61
22,weekday,medium,cloudy,52,380,1.8
22,weekend,medium,cloudy,27,120,2.86
21,weekday,small,cloudy,70,380,1.17
22,weekday,medium,cloudy,72,450,1.36
19,weekday,large,cloudy,71,650,1.04
21,weekend,medium,cloudy,35,650,1.86
22,weekend,medium,cloudy,12,900,2.27
22,weekday,small,cloudy,39,650,1.07
22,weekday,medium,cloudy,14,380,2.28
22,weekday,medium,cloudy,36,900,1.54
22,weekend,medium,cloudy,38,900,1.81
24,weekday,medium,cloudy,30,380,2.63
20,weekday,medium,cloudy,45,380,1.46
24,weekend,small,cloudy,56,650,1.64
24,weekend,small,cloudy,58,450,1.93
23,weekend,large,cloudy,71,120,2.33
23,weekend,small,cloudy,2,450,2.12
23,weekday,medium,cloudy,25,650,1.81
20,weekday,medium,cloudy,51,650,1.22
21,weekday,large,cloudy,26,450,2.26
22,weekend,medium,cloudy,61,450,1.77
21,weekday,large,cloudy,19,120,2.7
20,weekday,medium,cloudy,10,120,2.36
20,weekday,large,cloudy,68,450,1.33
23,weekend,medium,cloudy,19,650,2.65
21,weekend,small,cloudy,62,120,1.66
22,weekend,small,cloudy,40,380,1.87
22,weekday,medium,clear,52,650,1.27
21,weekday,medium,cloudy,34,450,1.77
